,,,,,,,
Data Point Details,,,,,,,
,,,,,,,
Container,Material,Material Desc,Data Point Desc,Data Point  Value,High Limit,Result,Submitter
26575879-077,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,8.525,9.04,PASS,avilaa1
26575879-077,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,2.525,5.34,PASS,avilaa1
26575879-077,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,4.435,9.04,PASS,avilaa1
26575879-077,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,2.525,5.34,PASS,avilaa1
26575879-079,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,3.775,5.34,PASS,avilaa1
26575879-079,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,7.55,9.04,PASS,avilaa1
26575879-079,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.94,5.34,PASS,avilaa1
26575879-079,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.85,5.34,PASS,avilaa1
26575879-079,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,5.2,9.04,PASS,avilaa1
26575879-079,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,2.775,8.34,PASS,avilaa1
26575879-079,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,8.77,9.04,PASS,avilaa1
26575879-079,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,3.385,5.34,PASS,avilaa1
26575879-079,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,5.94,9.04,PASS,avilaa1
26575879-079,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,4.245,5.34,PASS,avilaa1
26575879-080,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,4.125,5.34,PASS,chavj11
26575879-080,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,5.345,9.04,PASS,chavj11
26575879-080,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.075,5.34,PASS,chavj11
26575879-080,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.625,5.34,PASS,chavj11
26575879-080,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,5.39,9.04,PASS,chavj11
26575879-080,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,3.04,8.34,PASS,chavj11
26575879-080,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,8.345,9.04,PASS,chavj11
26575879-080,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,4.485,5.34,PASS,chavj11
26575879-080,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,5.015,9.04,PASS,chavj11
26575879-080,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,2.9,5.34,PASS,chavj11
26586150-001,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,3.82,5.34,PASS,avilaa1
26586150-001,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,8.28,9.04,PASS,avilaa1
26586150-001,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,0.93,5.34,PASS,avilaa1
26586150-001,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.935,5.34,PASS,avilaa1
26586150-001,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,6.52,9.04,PASS,avilaa1
26586150-001,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,3.665,8.34,PASS,avilaa1
26586150-001,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,7.165,9.04,PASS,avilaa1
26586150-001,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,3.26,5.34,PASS,avilaa1
26586150-001,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,4.59,9.04,PASS,avilaa1
26586150-001,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,2.605,5.34,PASS,avilaa1
26586150-002,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,3.425,5.34,PASS,chavj11
26586150-002,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,4.62,9.04,PASS,chavj11
26586150-002,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.1,5.34,PASS,chavj11
26586150-002,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.475,5.34,PASS,chavj11
26586150-002,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,6.425,9.04,PASS,chavj11
26586150-002,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,3.74,8.34,PASS,chavj11
26586150-002,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,8.255,9.04,PASS,chavj11
26586150-002,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,4.6,5.34,PASS,chavj11
26586150-002,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,4.31,9.04,PASS,chavj11
26586150-002,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.225,5.34,PASS,chavj11
26586150-003,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,4.565,5.34,PASS,chavj11
26586150-003,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,5.345,9.04,PASS,chavj11
26586150-003,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.435,5.34,PASS,chavj11
26586150-003,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,1.1,5.34,PASS,chavj11
26586150-003,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,4.97,9.04,PASS,chavj11
26586150-003,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,4.125,8.34,PASS,chavj11
26586150-003,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,6.78,9.04,PASS,chavj11
26586150-003,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,4.415,5.34,PASS,chavj11
26586150-003,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,6.99,9.04,PASS,chavj11
26586150-003,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,4.555,5.34,PASS,chavj11
26586150-004,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,3.625,5.34,PASS,avilaa1
26586150-004,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,4.58,9.04,PASS,avilaa1
26586150-004,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,0.92,5.34,PASS,avilaa1
26586150-004,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.715,5.34,PASS,avilaa1
26586150-004,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,3.525,9.04,PASS,avilaa1
26586150-004,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,4.165,8.34,PASS,avilaa1
26586150-004,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,8.56,9.04,PASS,avilaa1
26586150-004,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,3.3,5.34,PASS,avilaa1
26586150-004,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,6.01,9.04,PASS,avilaa1
26586150-004,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.01,5.34,PASS,avilaa1
26586150-005,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,3.325,5.34,PASS,avilaa1
26586150-005,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,3.985,9.04,PASS,avilaa1
26586150-005,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,2.56,5.34,PASS,avilaa1
26586150-005,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.955,5.34,PASS,avilaa1
26586150-005,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,3.93,9.04,PASS,avilaa1
26586150-005,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,3.285,8.34,PASS,avilaa1
26586150-005,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,7.47,9.04,PASS,avilaa1
26586150-005,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,4.825,5.34,PASS,avilaa1
26586150-005,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,4.8,9.04,PASS,avilaa1
26586150-005,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,2.285,5.34,PASS,avilaa1
26586150-006,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,4.555,5.34,PASS,chavj11
26586150-006,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,7.225,9.04,PASS,chavj11
26586150-006,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.13,5.34,PASS,chavj11
26586150-006,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.89,5.34,PASS,chavj11
26586150-006,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,7.58,9.04,PASS,chavj11
26586150-006,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,4.12,8.34,PASS,chavj11
26586150-006,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,8.325,9.04,PASS,chavj11
26586150-006,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,5.01,5.34,PASS,chavj11
26586150-006,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,4.99,9.04,PASS,chavj11
26586150-006,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.12,5.34,PASS,chavj11
26586150-007,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,3.965,5.34,PASS,chavj11
26586150-007,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,5.815,9.04,PASS,chavj11
26586150-007,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.06,5.34,PASS,chavj11
26586150-007,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.47,5.34,PASS,chavj11
26586150-007,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,6.87,9.04,PASS,chavj11
26586150-007,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,8.05,8.34,PASS,chavj11
26586150-007,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,7.845,9.04,PASS,chavj11
26586150-007,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,4.11,5.34,PASS,chavj11
26586150-007,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,4.585,9.04,PASS,chavj11
26586150-007,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.175,5.34,PASS,chavj11
26586150-008,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,3.455,5.34,PASS,chavj11
26586150-008,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,5.77,9.04,PASS,chavj11
26586150-008,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,0.775,5.34,PASS,chavj11
26586150-008,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.89,5.34,PASS,chavj11
26586150-008,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,6.085,9.04,PASS,chavj11
26586150-008,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,7.34,8.34,PASS,chavj11
26586150-008,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,8.145,9.04,PASS,chavj11
26586150-008,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,4.275,5.34,PASS,chavj11
26586150-008,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,5.53,9.04,PASS,chavj11
26586150-008,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.435,5.34,PASS,chavj11
26586150-009,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,3.455,5.34,PASS,chavj11
26586150-009,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,4.19,9.04,PASS,chavj11
26586150-009,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.05,5.34,PASS,chavj11
26586150-009,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.57,5.34,PASS,chavj11
26586150-009,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,4.46,9.04,PASS,chavj11
26586150-009,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,2.86,8.34,PASS,chavj11
26586150-009,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,4.79,9.04,PASS,chavj11
26586150-009,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,4.37,5.34,PASS,chavj11
26586150-009,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,6.63,9.04,PASS,chavj11
26586150-009,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,4.56,5.34,PASS,chavj11
26586150-010,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,3.645,5.34,PASS,avilaa1
26586150-010,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,6.305,9.04,PASS,avilaa1
26586150-010,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.605,5.34,PASS,avilaa1
26586150-010,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.61,5.34,PASS,avilaa1
26586150-010,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,3.955,9.04,PASS,avilaa1
26586150-010,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,4.59,8.34,PASS,avilaa1
26586150-010,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,8.1,9.04,PASS,avilaa1
26586150-010,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,3.285,5.34,PASS,avilaa1
26586150-010,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,5.065,9.04,PASS,avilaa1
26586150-010,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.28,5.34,PASS,avilaa1
26586150-011,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,4.45,5.34,PASS,avilaa1
26586150-011,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,7.165,9.04,PASS,avilaa1
26586150-011,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.445,5.34,PASS,avilaa1
26586150-011,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,1.29,5.34,PASS,avilaa1
26586150-011,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,3.595,9.04,PASS,avilaa1
26586150-011,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,3.89,8.34,PASS,avilaa1
26586150-011,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,8.1,9.04,PASS,avilaa1
26586150-011,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,3.57,5.34,PASS,avilaa1
26586150-011,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,6.13,9.04,PASS,avilaa1
26586150-011,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,4.31,5.34,PASS,avilaa1
26586150-012,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,4.415,5.34,PASS,chavj11
26586150-012,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,4.585,9.04,PASS,chavj11
26586150-012,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.915,5.34,PASS,chavj11
26586150-012,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.655,5.34,PASS,chavj11
26586150-012,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,5,9.04,PASS,chavj11
26586150-012,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,4.875,8.34,PASS,chavj11
26586150-012,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,8.97,9.04,PASS,chavj11
26586150-012,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,5.015,5.34,PASS,chavj11
26586150-012,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,4.64,9.04,PASS,chavj11
26586150-012,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.465,5.34,PASS,chavj11
26586150-013,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,3.455,5.34,PASS,chavj11
26586150-013,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,4.15,9.04,PASS,chavj11
26586150-013,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.15,5.34,PASS,chavj11
26586150-013,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.275,5.34,PASS,chavj11
26586150-013,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,7.81,9.04,PASS,chavj11
26586150-013,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,3.44,8.34,PASS,chavj11
26586150-013,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,7.855,9.04,PASS,chavj11
26586150-013,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,4.66,5.34,PASS,chavj11
26586150-013,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,5.06,9.04,PASS,chavj11
26586150-013,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,4.005,5.34,PASS,chavj11
26586150-014,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,2.345,5.34,PASS,chavj11
26586150-014,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,3.655,9.04,PASS,chavj11
26586150-014,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,0.95,5.34,PASS,chavj11
26586150-014,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.43,5.34,PASS,chavj11
26586150-014,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,7.25,9.04,PASS,chavj11
26586150-014,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,7.88,8.34,PASS,chavj11
26586150-014,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,7.97,9.04,PASS,chavj11
26586150-014,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,3.66,5.34,PASS,chavj11
26586150-014,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,6.815,9.04,PASS,chavj11
26586150-014,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.455,5.34,PASS,chavj11
26586150-015,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,5.02,5.34,PASS,avilaa1
26586150-015,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,6.73,9.04,PASS,avilaa1
26586150-015,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,0.82,5.34,PASS,avilaa1
26586150-015,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,1.29,5.34,PASS,avilaa1
26586150-015,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,5.295,9.04,PASS,avilaa1
26586150-015,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,4.725,8.34,PASS,avilaa1
26586150-015,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,8.185,9.04,PASS,avilaa1
26586150-015,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,2.63,5.34,PASS,avilaa1
26586150-015,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,4.905,9.04,PASS,avilaa1
26586150-015,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,2.835,5.34,PASS,avilaa1
26586150-016,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,4.75,5.34,PASS,avilaa1
26586150-016,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,7.83,9.04,PASS,avilaa1
26586150-016,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.765,5.34,PASS,avilaa1
26586150-016,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.81,5.34,PASS,avilaa1
26586150-016,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,5.075,9.04,PASS,avilaa1
26586150-016,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,3.48,8.34,PASS,avilaa1
26586150-016,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,8.9,9.04,PASS,avilaa1
26586150-016,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,4.19,5.34,PASS,avilaa1
26586150-016,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,5.81,9.04,PASS,avilaa1
26586150-016,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,4.055,5.34,PASS,avilaa1
26586150-017,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,2.46,5.34,PASS,chavj11
26586150-017,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,3.89,9.04,PASS,chavj11
26586150-017,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.415,5.34,PASS,chavj11
26586150-017,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.77,5.34,PASS,chavj11
26586150-017,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,7.715,9.04,PASS,chavj11
26586150-017,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,3.065,8.34,PASS,chavj11
26586150-017,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,8.234,9.04,PASS,chavj11
26586150-017,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,4.52,5.34,PASS,chavj11
26586150-017,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,6.865,9.04,PASS,chavj11
26586150-017,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.455,5.34,PASS,chavj11
26586150-018,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,4.725,5.34,PASS,avilaa1
26586150-018,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,8.365,9.04,PASS,avilaa1
26586150-018,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,2.135,5.34,PASS,avilaa1
26586150-018,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,1.355,5.34,PASS,avilaa1
26586150-018,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,5.065,9.04,PASS,avilaa1
26586150-018,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,3.34,8.34,PASS,avilaa1
26586150-018,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,8.51,9.04,PASS,avilaa1
26586150-018,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,3.71,5.34,PASS,avilaa1
26586150-018,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,4.38,9.04,PASS,avilaa1
26586150-018,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,2.47,5.34,PASS,avilaa1
26586150-020,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,3.56,5.34,PASS,chavj11
26586150-020,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,5.435,9.04,PASS,chavj11
26586150-020,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,0.845,5.34,PASS,chavj11
26586150-020,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.73,5.34,PASS,chavj11
26586150-020,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,7.41,9.04,PASS,chavj11
26586150-020,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,5.89,8.34,PASS,chavj11
26586150-020,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,7.075,9.04,PASS,chavj11
26586150-020,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,5.235,5.34,PASS,chavj11
26586150-020,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,5.225,9.04,PASS,chavj11
26586150-020,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.455,5.34,PASS,chavj11
26586150-022,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,4.655,5.34,PASS,chavj11
26586150-022,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,5.5,9.04,PASS,chavj11
26586150-022,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,0.975,5.34,PASS,chavj11
26586150-022,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.5,5.34,PASS,chavj11
26586150-022,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,5.705,9.04,PASS,chavj11
26586150-022,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,7.89,8.34,PASS,chavj11
26586150-022,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,7.355,9.04,PASS,chavj11
26586150-022,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,4.56,5.34,PASS,chavj11
26586150-022,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,5.615,9.04,PASS,chavj11
26586150-022,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.455,5.34,PASS,chavj11
26586150-024,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,3.475,5.34,PASS,chavj11
26586150-024,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,4.4,9.04,PASS,chavj11
26586150-024,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.22,5.34,PASS,chavj11
26586150-024,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.56,5.34,PASS,chavj11
26586150-024,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,6.64,9.04,PASS,chavj11
26586150-024,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,3.21,8.34,PASS,chavj11
26586150-024,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,7.465,9.04,PASS,chavj11
26586150-024,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,4.345,5.34,PASS,chavj11
26586150-024,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,7.12,9.04,PASS,chavj11
26586150-024,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,4.56,5.34,PASS,chavj11
26586150-025,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,6.34,5.34,FAIL,chavj11
26586150-025,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,4.62,9.04,PASS,chavj11
26586150-025,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,0.83,5.34,PASS,chavj11
26586150-025,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,1.005,5.34,PASS,chavj11
26586150-025,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,7.14,9.04,PASS,chavj11
26586150-025,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,4.67,8.34,PASS,chavj11
26586150-025,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,9.475,9.04,FAIL,chavj11
26586150-025,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,4.565,5.34,PASS,chavj11
26586150-025,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,5.065,9.04,PASS,chavj11
26586150-025,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.6,5.34,PASS,chavj11
26586150-026,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,3.455,5.34,PASS,chavj11
26586150-026,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,4.675,9.04,PASS,chavj11
26586150-026,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,0.68,5.34,PASS,chavj11
